RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
10646,UNKNOWN,"Submerged, dangerous",42.367336,-70.917378,High,33,Feets,,"HISTORY
  CL483/00--USACE (BILL KAVANAUGH, 918-318-8328) TO CGD1 (MARY SWANSON 617-223-8356) 3/20/00;  WHILE PERFORMING A HYDROGRAPHIC SURVEY OF THE BOSTON HARBOR, BROAD SOUND, NORTH CHANNEL, AN OBSTRUCTION TO NAVIGATION WAS IDENTIFIED. DEPTHS OF 34.9 AND 35.1 Feets BELOW MLLW WERE RECORDED IN THE AUTHORIZED 40-FOOT FEDERAL CHANNEL AT APPROX. POS. LAT. 42-22-02.1N, LONG. 70-55-01.9W (NAD83). THE OBJECT EXTENDS ABOUT 8 Feets ABOVE THE SURROUNDING CHANNEL BOTTOM. THE POSITION IS APPROX. 1,150 Feets SEAWARD OF BUOY FLASHING GREEN #1 AND ABOUT 100 Feets NORTHWEST OF THE SOUTH CHANNEL LIMIT.  IT IS REQUESTED THAT A SUITABLE NOTICE TO MARINERS BE ISSUED.

  LNM12/00-- ADD 35 Feets AT 42-22-02.100N, 70-55-01.900W.

  F00465/00-- (NO PROJECT NO. OR INSTRUCTIONS); ITEM LOCATED BY SIDE SCAN SONAR SEARCH. LD ACQUIRED WITH MULTI-BEAM SONAR OF 36 Feets.  DIVERS OBTAINED A LD OF 34 Feets IN LAT. 42-22-02..44N, LONG. 70-55-02.55W.  DIVERS DESCRIBE AN OLD METAL BARGE  ORIENTED NW-SE APPROX. 50 METERS LONG.  THE SOUTHEASTERN EXTENT OF THE BARGE WAS PARTIALLY COLLAPSED.  LD TAKEN ON THE NORTHEAST CORNER OF WRECK.  EVALUATOR RECOMMENDS CHARTING A 34WK AS SURVEYED. (UP 11/7/00, SJV)

  H10991/00-- OPR-A397-WH; 200% SIDE SCAN SONAR SEARCH LOCATED WRECK. SWMB LD OF 33 Feets (10.27 METERS) OBTAINED IN LAT. 42-22-02.41N, LONG. 70-55-02.56W. DIVE OPS CONFIRMED DESCRIPTION AS A BARGE. EVALUATOR RECOMMENDS DELETING CHARTED 34 WK AND CHARTING A 33 WK AS SURVEYED. (UP 1/8/03, SJV)

  H10994/01-- OPR-A397-WH; SIDE SCAN SONAR LOCATED WRECK AS CHARTED FROM H10991/00,  ABOVE. EVALUATOR RECOMMENDS RETAINING 33WK AS CHARTED FROM H10991/01. (UP 9/1/04, SJV)
 

 DESCRIPTION
      **** USACE, CONCORD, MA (BILL KAVANAUGH; TEL: 978-318-8328)  5/23/00; REPORTS 35-FOOT SOUNDING RECORDED ON A SINGLE BEAM FATHO. TRACE IN CHARTED DEPTH OF 40 Feets. (ENT 5/23/00, SJV)"
12439,UNKNOWN,"Submerged, dangerous",42.368972,-71.053056,High,10,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; SIDE SCAN SONAR CONTACT IDENTIFIED AS A WRECK. SWMB LD OF 18 Feets (5.53 METERS) IN LAT. 42-22-08.21N, LONG. 71-03-10.88W. EVALUATOR RECOMMENDS CHARTING A 18 WK AS SURVEYED. (ENT 5/25/04, SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% SSS and 100% MBES. Object is wreck with LD of 10ft at 42-22-08.3N, 71-03-11.0W. (Updated KAK 4/29/09)"
13327,UNKNOWN,"Submerged, nondangerous",42.369911,-70.765922,High,104,Feets,,"H10995/03 -- AN UNCHARTED WRECK WITH A DEPTH OF 104-FT WAS FOUND DURING OFFICE PROCESSING IN LATITUDE 42°22'11.68 N, LONGITUDE 070°45'57.32""W. IT IS RECOMMENDED THAT A WRECK WITH A DEPTH OF 104-FT (104 WK) BE CHARTED AS SHOWN ON THE PRESENT SURVEY.UPDATED 8/12/2005 JCM."
12440,UNKNOWN,"Submerged, dangerous",42.37075,-71.051361,High,29,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; SIDE SCAN SONAR CONTACT IDENTIFIED AS A WRECK. SWMB LD OF 29 Feets (8.8 METERS) IN LAT. 42-22-14.73N, LONG. 71-03-04.93W.  EVALUATOR RECOMMENDS CHARTING A 29 WK AS SURVEYED. (ENT 5/25/04, SJV)
  H11736/07-- OPR-A397-NRT5-07; Item was found during the investigation by SSS and MBES.  The least depth of the wreck was found to be 32 ft.  Recommended to revised charted wreck with the least depth.  (Updated CEH 4/29/2009)"
12441,UNKNOWN,"Submerged, dangerous",42.373894,-71.011458,High,9,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; SIDE SCAN SONAR CONTACT IDENTIFIED AS A WRECK. SWMB LD OF 9 Feets (2.77 METERS) LOCATED IN LAT. 42-22-26.02N, LONG. 71-00-41.25W. EVALUATOR RECOMMENDS CHARTING A 9 WK AS SURVEYED. (ENT 5/25/04, SJV)"
12437,UNKNOWN,"Submerged, dangerous",42.380439,-70.995228,High,17,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; SIDE SCAN SONAR CONTACT. SWMB LD OF 17 Feets (5.35 METERS) LOCATED IN LAT. 42-22-49.58N, LONG. 70-59-42.82W. DIVERS DESCRIBE A 28-FOOT WOODEN P/C.  EVALUATOR RECOMMENDS CHARTING A 17 WK AS SURVETED. (ENT 5/25/04, SJV)"
12438,UNKNOWN,"Submerged, dangerous",42.380922,-71.005625,High,17,Feets,,"HISTORY
  H10990/ 01-- OPR-A397-01; SIDE SCAN SONAR CONTACT. SWMB LD OF 17 Feets (5.14 METERS) LOCATED IN LAT. 42-22-51.32N, LONG. 71-00-20.25W. DIVERS CONFIRMED THE CONTACT WAS A WRECK. EVALUATOR RECOMMENDS CHARTING A 17 WK AS SURVEYED. (ENT 5/25/04, SJV)"
10244,UNKNOWN,"Submerged, dangerous",42.381033,-70.995544,High,15,Feets,,"HISTORY
   CL1984/1975--USCG AUX- #12; SUBM WRECK (PA), POSITION SCALED FROM CHART IN LAT 42/22/51.7N, LONG 70/59/44.2W (NAD83). (ENTERED 3/1999 RWD) (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/3/03, SJV)
  H10990/01-- OPR-A397-WH; 40% OF ASSIGNED RADIUS COVERED BY 100% SIDE SCAN SONAR. REMAINING  AREA TOO SHALLOW FOR LAUNCH OPERATIONS. ONE SIDE SCAN SONAR CONTACT MATCHED THE AWOIS DESCRIPTION. DIVERS LD OF 15 Feets (4.76 METERS) IN LAT. 42-22-51.72N, LONG. 70-59-43.96W. DIVERS DESCRIBE  A 45-FOOT VESSEL. EVALUATOR RECOMMENDS DELETING CHARTED DANGEROUS SUNKEN WRECK, PA AND CHARTING A 15 WK AS SURVEYED. NOTE: TWO WRECKS ""SEEM TO HAVE SUNK AT MOORING. LIE SIDE BY SIDE. LEAST DEPTH TAKEN ON TALLEST (SOUTHERNMOST)"".  (UP 5/25/04, SJV)"
12557,UNKNOWN,"Submerged, dangerous",42.381639,-71.047556,High,18,Feets,,"HISTORY
  H10990/01-- OPR-A397-WH; UNCHARTED OBSTRUCTION LOCATED DURING SWMB OPS. LD OF 10 Feets OBTAINED IN LAT. 42-22-54.30N, LONG. 71-02-50.85W. EVALUATOR RECOMMENDS CHARTING A 10 OBSTN AS SURVEYED. (ENT 5/26/04, SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% SSS and 100% MBES. Object appears to be a wreck, with LD of 17.91ft at 42-22-53.9N, 71-02-51.2W. (Updated KAK 4/29/09)"
10213,UNKNOWN,"Submerged, dangerous",42.381722,-71.048639,High,17,Feets,1980,"HISTORY
   LNM34/1980(7/29/80)-- 1 ST CGD; DANG. WRECK (PA), POSITION GIVEN IN LAT 42/22/53.5N, LONG 71/02/56.0W (NAD27). REPORTED BETWEEN PIERS 1 AND 48.(ENTERED 3/1999 RWD) (NOTE: POSSIBLY COMPLETEDBY WHITING). (UP 7/2/03, SJV)
  H10990/01-- OPR-A397-WH; LOCATED BY SWMB. LD OF 17 Feets LOCATED IN LAT. 42-22-54.17N, LONG. 71-02-55.00W. EVALUATOR RECOMMENDS DELETING THE CHARTED DANGEROUS SUNKEN WRECK, PA AND CHARTING A 17 WK AS SURVEYED. (UP 5/25/04, SJV)
  H11736/07-- OPR-A397-NRT5; Contact found using 100% SSS and 100% MBES. Object appears to be wreckage of tug and barge (barge listed as AWOIS 14569), with LD of 17ft. 42-22-54.2N, 71-02-55.1W. (Updated KAK 4/29/09)"
14569,UNKNOWN,"Submerged, dangerous",42.381917,-71.048889,High,13,Feets,,"H11736/07-- OPR-A397-NRT5; Contact found using 200% SSS, LD obtained with 100%MBES. Barge Wreck at pos. 42-22-54.9 N, 71-02-56.0 W , associated with tug wreck AWOIS item 10213. (Entered KAK 4/29/09)"
14568,UNKNOWN,"Submerged, dangerous",42.384417,-71.027056,High,33,Feets,,"H11736/07-- OPR-A397-NRT5; Contact found using 200% SSS, LD obtained with 100%MBES. Wreck on edge of narrow channel, at 42-23-03.9N, 71-01-37.4W, with LD of 33ft. (Entered KAK 4/29/09)"
12530,UNKNOWN,"Submerged, dangerous",42.388592,-70.90975,High,55,Feets,,"HISTORY
  H10994/01-OPR-A397-WH; SIDE SCAN SONAR LOCATED UNCHARTED WRECK AND IDENTIFIED AS A BARGE. SWMB LD OF 55 Feets OBTAINED IN LAT. 42-23-18.93N, LONG. 70-54-35.10W. EVALUATOR RECOMMENDS CHARTING A 55 WK AS SURVEYED. (ENT 9/2/04, SJV)
."
2112,ARCO NO. 8,"Submerged, dangerous",42.389592,-70.918486,High,53,Feets,,"HISTORY
  NM48/50-- MASSACHUSETTS-BOSTON HARBOR APPROACH-BROAD SOUND-WRECK LIGHTED BUOY ESTABLISHED; ARCO WRECK LIGHTED BUOY ""WRA"", PAINTED WITH RED & BLACK HORIZONTAL BANDS SHOWING AN INTERRUPTED QUICK FLASHING RED LIGHT HAS BEEN ESTABLISHED 5360 YARDS, 304 DEGS. FROM THE GRAVES LIGHT TO MARK THE WRECK OF THE BARGE ""ARCO NO. 8"".  APPROXIMATE POSITION OF BUOY LAT. 42-23/24N, LONG. 70-55-10W.  WRECK IS IN A SOUTHWESTRLY DIRECTION 50 YARDS, 222 DEGS. FROM BUOY.

  LNM121, 122/50-- (NOVEMBER 17, 1950); REPORTS SUNKEN WRECK OF BARGE ARCO NO. 8 AT BOSTON HARBOR.
                                         
  CL330/51--COE T0 USC&GS DATED MAY 22, 1951; SURVEY OBTAINED LD OF 45 Feets AT MLW. BOTTOM DEPTH OF 60 Feets IN VICINITY. SEXTANT POSITION . NO SALVAGE PLANS SINCE ITS DEPTH IS CONSIDERED SUFFICIENT TO AFFORD CLEARANCE FOR TRAFFIC.  COAST GUARD EXPECTED TO REMOVE MARKER BUOY IN NEAR FUTURE.
 
  NM24/51-- MASSACHUSETTS-BOSTON HARBOR APPROACHES-LIGHTED WRECK BUOY DISCONTINUED; ARCO WRECK LIGHTED BUOY ""WRA"" HAS BEEN DISCONTINUED (APPROX. POSITION LAT. 42-23-24N, LONG. 70-55-10W. NOTE: WRECK OF THE BARGE ""ARCO NO. 8"" LOCATED ABOUT 50 YARDS, 222 DEG. FROM POSITION REPORTED ABOVE.  LD OF 45 Feets OVER WRECK. (UP 8/17/00, SJV) (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/2/03, SJV)

  H10994/01-- OPR-A397-WH; 200% SIDE SCAN SONAR LOCATED ITEM. SWMB OBTAINED A LD OF 53 Feets IN LAT. 42-23-21.66N, LONG. 70-55-05.81W. EVALUATOR RECOMMENDS DELETING CHARTED 45-FOOT CLEARED DEPTH AND CHARTING A 53 WK AS SURVEYED. (UP 9/1/04, SJV)


 DESCRIPTION
    24 NO 886; BARGE, 316 GT; SUNK 11/16/50, MARINE CASUALTY; CLEARED TO 45 Feets."
2113,ARCO 8,Unknown,42.389592,-70.918486,High,53,Feets,,"HISTORY
  NM DATED 11/28/50     (SEE AWOIS ITEM #2112 FOR COMPLETE HISTORY)  (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/2/03, SJV)
  H10994/01-- OPR-A397-WH;    200% SIDE SCAN SONAR LOCATED ITEM. SWMB OBTAINED A LD OF 53 Feets IN LAT. 42-23-21.66N, LONG. 70-55-05.81W. EVALUATOR RECOMMENDS DELETING CHARTED 45-FOOT CLEARED DEPTH AND CHARTING A 53 WK AS SURVEYED.  SEE ALSO AWOIS 2112.  (UP 9/1/04, SJV)                                                     

 DESCRIPTION
    24 NO.886; BARGE, 316 GT; SUNK 11/16/50, MARINE CASUALTY; CLEARED TO 45 FT."
13329,UNKNOWN,"Submerged, nondangerous",42.391236,-70.738561,High,141,Feets,,"H10995/03 -- A CHARTED SUNKEN WRECK PA, LATITUDE 42'23¿30.50""N LONGITUDE 070°44'28.19""W WAS NOT DISCUSSED BY THE HYDROGRAPHER. DURING OFFICE PROCESSING A WRECK WITH A DEPTH OF 141 Feets WAS FOUND IN LATITUDE 42'23¿28.45""N LONGITUDE 070°44'18.82""W. IT IS RECOMMENDED THAT THE CHARTED SUNKEN
WRECK PA BE DELETED, AND A WRECK WITH A DEPTH OF 141 Feets (141 WK) BE CHARTED IN THE PRESENT SURVEYED LOCATION. UPDATED 8/12/2005 JCM."
2115,UNKNOWN,"Submerged, nondangerous",42.391464,-70.888314,High,82,Feets,,"HISTORY
  NM DATED 1/24/45. (NOT PRESENTLY CHARTED).  (NOTE: POSSIBLY COMPLETED BY WHITING). (UP 7/2/03, SJV)
  H10994/01-- OPR-A397-WH; SIDE SCAN SONAR IDENTIFIED A CONTACT. DIVERS DESCRIBE LARGE TIMBERS WITH NO VERTICAL STRUCTURE.  SWMB OBTAINED A LD OF 82 Feets IN LAT. 42-23-29.27N, LONG. 70-53-17.93W. EVALUATOR RECOMMENDS CHARTING A 82 WK AS SURVEYED. (UP 9/1/04, SJV)                                                      

 DESCRIPTION
    24   NO.1278; BARGE; REPORTED SCATTERED WRECKAGE; POSITION ACCURACY WITHIN 1  
           MILE"
12532,UNKNOWN,"Submerged, nondangerous",42.394992,-70.884517,High,86,Feets,,"HISTORY
  H10994/01-- OPR-A397-WH;  SIDE SCAN SONAR LOCATED UNCHARTED WRECK. SCALED FROM SIDE SCAN RECORD AS APPROX. 110 Feets LONG.  DIVERS DESCRIBE WOOD DEBRIS ( 5 X 12 Feets AND 5 METER OFF THE BOTTOM) AND STEEL PLATING (3 X 8 AND 1 INCH OFF THE BOTTOM)  IN VICINITY, WEST OF SIDE SCAN IMAGE OF WRECK. DUE LIMITED DIVE TIME AT THIS DEPTH AND POOR VIS,  ACTUAL WRECK NOT LOCATED BY DIVERS. SWMB LD OF 26.411 METERS (86 Feets)  IN LAT. 42-23-41.97N, LONG. 70-53-04.26W. EVALUATOR RECOMMENDS CHARTING A 86 WK AS SURVEYED.  NOTE: THIS WRECK AND ASSOCIATED DEBRIS LIE APPROXIMATELY 560 METERS TO THE SE OF AWOIS NO. 10379,  ""BARBARA ANN III"" AND IS 60 METERS OUTSIDE THE SEARCH RADIUS ASSIGNED FOR THE ""BARBARA III"". 110- FOOT LENGTH DOES NOT MATCH THE DESCRIPTION OF THE 42-FOOT LOBSTER BOAT ""BARBARA ANN III"" BUT THE ITEMS LOCATED BY WHITING AND CONSIDERED AS UNCHARTED MIGHT POSSIBLY BE THE REMAINS OF THE ""BARBARA ANN III"".    (ENT 9/2/04, SJV)"
2117,ROMANCE,"Submerged, dangerous",42.395192,-70.862267,High,59,Feets,,"H10995/03 -- A WRECK WITH A DEPTH OF 59-FT WAS LOCATED BY THE HYDROGRAPHER IN LATITUDE 42°23'42.69 N, LONGITUDE 070°51'49.65 W. IT IS RECOMMENDED THAT THE CHARTED DANGEROUS SUNKEN WRECK CLEARED TO 54-FT BE DELETED AND A DANGEROUS WRECK WITH A DEPTH OF 59-FT(59 WK) BE CHARTED AS SHOWN ON THE PRESENT SURVEY. UPDATED 8/12/2005 JCM.

 HISTORY
  NM24/37--41 FT. REPORTED OVER WK.                                             

 DESCRIPTION                   
    24  NO.213; PASSENGER-CARGO, 1240 GT; SUNK 9/9/36; POS. ACCURACY WITHIN 1 MILE; LEAST DEPTH
         41 FT . (SOURCE UNK); POS. 42-23-43N, 70-51-46W         
    27  NO.147; PASS. SUNK, 9/9/36 
  195 LORAN-C RATES HAVE BEEN PROVIDED BY MR. RICHARD TARACKA, GREENWICH, CT. POLICE DEPT.,
        TEL. NO. 203-622-8007; 9960-W 13969.4, 9960-X 25817.8, ì
9960-Y 44290.6 (ENTERED MSM 6/89)"
13326,UNKNOWN,"Submerged, nondangerous",42.412436,-70.812678,High,98,Feets,,"H10995/03 -- AN UNCHARTED DANGEROUS WRECK WITH A DEPTH OF 98FT WAS FOUND DURING OFFICE PROCESSING IN LATITUDE 42°24'44.77""N, LONGITUDE 070°48'45.64""W. IT IS RECOMMENDED THAT A DANGEROUS WRECK WITH A DEPTH OF 98 FT (98 WK) BE CHARTED AT THE PRESENT SURVEY LOCATION UPDATED 8/12/2005 JCM."
14072,UNKNOWN,"Submerged, nondangerous",42.433178,-70.578736,High,269,Feets,,"W00039/03--OPR-A397-TJ-03;  A Non-Dangerous wreck in Latitude 42° 25' 59.92"" N, Longitude 70° 34' 42.65"" W, was found by AHB personal. Approximate dimensions are length 50m, beam 15m and height 5m."
13328,UNKNOWN,"Submerged, nondangerous",42.435944,-70.842517,High,90,Feets,,"H10995/03 -- AN UNCHARTED DANGEROUS WRECK WITH A DEPTH OF 90FT WAS FOUND DURING OFFICE PROCESSING IN LATITUDE 42°26'09.40""N LONGITUDE 070°50'33.06""W. IT IS RECOMMENDED THAT A DANGEROUS WRECK WITH A DEPTH OF 90 FT (90 WK) BE CHARTED AT THE SURVEYED LOCATION. UPDATED 8/12/2005 JCM."
11615,UNKNOWN,"Submerged, dangerous",42.537239,-70.827075,High,32,Feets,,"HISTORY
  H10983B/2000--OPR-A338-KR;  SURVEY LOCATED A WRECK IN 42/32/14.06N, 070/49/37.47W (NAD83) WITH A LEAST DEPTH OF 32 Feets MLLW.  THIS WRECK WAS FOUND APPROXIMATELY 50 METERS FROM AN OBSTRUCTION, PA, CHARTED THROUGH 1stCGD LNM27/99 (SEE THE FOLLOWING ENTRY).  THIS WRECK IS CONSIDERED TO BE THE SAME ITEM AS THE OBSTRUCTION SINCE THE FULL COVERAGE HYDROGRAPHY FOUND NO OTHER OBSTRUCTIONS WITHIN THE AREA.
  LNM27/99--1stCGD (7/7/99);  REPORTS A SUBMERGED OBSTRUCTION IN 42/32.2N, 070/49.6W (NAD83).  (ENTERED 8/01 BY MBH)"
13867,LADY LYNN,"Submerged, dangerous",42.585353,-70.675036,High,11.73,Meters,,"H11277/03 -- 100% MBES and 100% SSS was acquired over the area and a wreck was found with a least depth as above. Dive operations confirmed the location and depth of the wreck, named the ""Lady Lynn."" The overall length is 25-ft, width
is 10-ft, and height is 4.5-ft. See dive report in Appendix V.
Survey Position: 042° 35' 07.268"" N, 70° 40' 30.132"" W
Least Depth: 11.73 m
Timestamp: 2003-251.19:42:59.455 (09/08/2003)
Office Notes: Concur with clarification. Chart a wreck, least depth 38 Feets, in the present survey location in 42°35'07.268"" N,
70°40'30.132"" W.
UPDATED 12/19/2006 JCM."
13675,UNKNOWN,"Submerged, dangerous",42.607389,-70.670111,High,4.98,Meters,,"H11277/03 -- 100% MBES and 100% SSS was acquired over the area and a wreck was found with a least depth as above. This DtoN was submitted on December 23, 2003. UPDATED 12/19/2006 JCM."
11928,UNKNOWN,"Submerged, dangerous",42.610194,-70.658381,High,4.15,Meters,,"LNM32/73 (7/11/73)-- MASSACHUSETTS-GLOUCESTER HARBOR- A 32-FOOTLOBSTER BOAT HAS BEEN REPORTED SUNK IN 16 Feets OF WATER ABOUT 600 YARDS, 032 DEGS. FROM BLACK ROCK DAY BEACON (LL PAGE88). MARINERS ARE URGED TO PROCEED WITH EXTREME CAUTION WHEN TRANSITING THIS AREA. (ENT 9/8/03, SJV)

 H11277/03 -- 100% MBES and 200% SSS was acquired over the navigable area of the search radius and a wreck was found with a least depthof 4.15 m.
Hydrographer Recommendations: Delete ""PA"" from wreck symbol in this position and chart as per digital data.
Office Notes: Concur with clarification. A charted Wreck with a least depth of 17 ft was identified by the field in Latitude 42° 36'
36.702"" N, 70° 39' 30.173"" W. Office QC of this item found a wreck with least depth 13 ft. It is recommended that
the charted Dangerous Wk PA be deleted and a Dangerous Wk 13 be charted as shown on the present survey. This
wreck was submitted as a Danger to Navigation on July 15, 2005.
UPDATED12/19/2006 JCM"
11932,UNKNOWN,"Submerged, dangerous",42.614592,-70.654367,High,5.4,Meters,,"LNM29/73 (6/27/73)-- MASSACHUSETTS-GLOUCESTER INNER HARBOR-NORTH CHANNEL; THE USACE ADVISES THAT A 90-FOOT WOODEN BARGE IS SUNK IN APPROXIMATE LOCATION LAT. 42-36-52N, LONG. 70-39-18W.  SECURED TO A DILAPIDATED WHARF ADJACENT TO THE QUINCY MARKET COLD STORAGE AND WAREHOUSE CO., THE VESSEL IS ABOUT 20 Feets AWAY FROM THE WHARF AND EXTENDS TO THE CHANNEL.  IT IS MARKED WITH A LANTERN AT THE BOW AND STERN.  MARINERS SHOULD PROCEED WITH CAUTION WHEN TRANSITING THE AREA. (ENT 9/8/03, SJV)

H11277/03 -- 200% SSS and 100% MBES coverage was acquired over the navigable area of the search radius. A rectangular
object approximately 55 Feets in length was found in the surveyed position. 
Survey Position: 042° 36' 52.528"" N, 70° 39' 15.723"" W
Least Depth: 5.40 m
Timestamp: 2003-253.13:15:26.506 (09/10/2003)
Hydrographer Recommendations: Remove ""PA"" from wreck symbol in this position and chart as per digital data.
Office Notes: Concur with clarification. Delete charted Wreck PA. Chart a dangerous sunken wreck, least depth 17 Feets, in
position 42°36'52.528"" N, 70°39'15.723"" W.
Updated 12/19/2006 JCM"
14208,UNKNOWN,"Submerged, dangerous",42.753694,-82.475139,High,14,Feets,,"****Unknown Source--  A 14 foot submerged wreck was charted before 1974 on Lake Survey Chart.  (Entered CEH 5/2008)
  H11914-- OPR-W408-NRT4-08, 2008;  Subm wreck was identified is SSS data.  Wk was investigated with SBES and found to be located at 42-45-13.3 - 082-28-30.5.  Recommended to deleted 14 foot wreck and chart 14 ft dangerous sunken wreck in present survey location.  (Updated CEH 2,2010)"
14210,UNKNOWN,"Submerged, dangerous",42.806667,-82.481667,High,30,Feets,,"CL 1062/2006-- NOS, NRT-4;  An uncharted wreck was identified by side scan sonar and developed with single beam echosounder.  The least depth was found to be 9.95 meters with the surrounding area depth of 13 meters.  The least depth was taken at 42°48'24.116""N - 82°28'54.131""W.  (Entered CEH 5/2008)
  H11914-- OPR-W408-NRT4-08, 2008;  The wreck was redevelped during operations for H11915.  A new LD was found to be 9.3 meters, 30 ft.  It is recommended to delete the charted 32 foot dangerous sunken wreck and chart a 30 foot dangerous sunken wreck in the present survey location 42-48-24.0 - 082-28-54.0.  (Updated CEH 2,2010)"
8410,LUMBERMAN,"Submerged, dangerous",42.8695,-87.757194,High,53.4,Feets,,"HISTORY
  CL1633/84--USPS; SCHOONER LUMBERMAN, 126FT (INTACT) POSITION ì
ACQUIRED BY LORAN-C RATES X-8970, 33026.4; Y-8970, 49400.1; ì
UNCORRECTED. GP DERIVED FROM CORRECTED RATES IN LAT 42-52-07.46N, ì
LONG 87-45-21.46W (NAD27).
  FE392/93--S-Y902; LUMBERMAN (SUBM 53.4FT AT LWD, IGLD 1985), ES ì
LD, WRECK LIES IN EW DIRECTION, POSITION GIVEN IN LAT ì
42-52-10.2N, LONG 87-45-25.9W (UPDATED 8/95 RWD)"
2176,DIPPER DREDGE 906,"Submerged, dangerous",42.968078,-87.786592,High,23.9,Feets,,"HISTORY
  BP123485/84--PORT WASHINGTON SUNKEN TREASURES MARITIME MUSEUM, INC; CALLED ì
IT WORK BARGE (UPDATED 3/93 RWD).                                  
  FE392/93--S-Y902; DIPPER BARGE 906 (SUBM 23.9FT AT LWD, IGLD ì
1985), LOCATED BY SS, POSITION GIVEN IN LAT 42-58-05.08N, LONG ì
87-47-11.73W (NAD83). (UPDATED 8/95 RWD)

 DESCRIPTION
  26 DREDGE, STEEL HULL 110 FT L, 40 FT W, 12 FT D, 8 CU YD DIPPER, STEAM  ì
POWER; SUNK 5/56 6 1/4 MI SE MILWAUKEE HARBOR, WISC; COVERED ì
27FT; POTENTIALLY OBSTRUCTIVE TO DEEP DRAFT VESSELS BUT COE ì
CONSIDERS REMOVEL UNJUSTIFIED. COE REIMBURSES USCG FOR ì
MAINTENANCE OF BUOY. POSITION GIVEN IN LAT 42-58-08N, LONG ì
87-47-05W (NAD27)."
14207,UNKNOWN,"Submerged, dangerous",42.993389,-82.426583,High,34,Feets,,"CL 1883/1999--  The Canadian Hydrographic Services, while conducting a Multibeam Survey, found an uncharted wreck, approximately 20 meters from the breakwall.  The position of the submerged wreck is 42°59'36.478""N - 082°25'34.527""W.  The wreck is lying in 53 Feets of water with the least depth of 28.5 Feets over it.  The overall size of the wreck is approx. 50 meters by 19 meters.  (Entered CEH 5/2008)
  H11915: OPR-W408-NRT4-08; Large Subm Wk was seen in SSS imagery. 42-59-36.2N, 082-25-35.7W. Wreck is oriented approximately E-W across the river. LD 4ft. (Entered 6/4/09 KAK)"
15196,WRECK,"Submerged, nondangerous",43.041083,-70.695806,High,8,Fathoms,,W00277 (OSD-UNH-07): Charted wreck added to AWOIS database from UNH survey(MPG 06/14)
10763,ANNE EL,"Submerged, dangerous",43.086028,-70.762417,High,33,Feets,,"HISTORY
  LNM16/84--COE ADVISES THAT THE SUNKEN F/V ""ANNE EL"" EXISTS IN APPROX. POSITION LAT. 43-05-10N, LONG.  70-45-44W, IN APPROX. 58 Feets OF WATER AT MLW IN THE PISCATAQUA RIVER, PORTSMOUTH, NH. AN APPROX. CLEARANCE OF 53 Feets AT MLW EXISTS OVER THE REMAINS OF THE VESSEL. (ENT 10/12/00 DAS.
  H11014/00-01-- S-A910-WH;  TWO CONTACTS DEPICTING WRECKAGE WERE SELECTED AND DEVELOPED USING SWMB. A 30-FOOT (9.14 METERS) LD WAS OBTAINED IN LAT. 43-05-09.84N, 70-45-44.56W.  ACCORDING TO LOCAL PILOTS, TRAIN WRECKAGE (AWOIS NO. 10764) WAS MOVED NEXT TO THIS F/V.  DUE TIME CONSTRANTS AND STRONG CURRENTS NO DIVE OPS CONDUCTED. EVALUATOR RECOMMENDS CHARTING A 30 WK AS SURVEYED.
  NOTE: CHART SCALE PREVENTS THE DEPICTION OF ALL THREE ITEMS IN THE AREA, NAMELY THE F/V, LOCOMOTIVE, AND TENDER. (UP 12/19/03,SJV)
  F00553 - OPR-A321-NRT5-08; Area covered with 200% SSS, and 100% MBES. Recommend the OBSTN LD be updated to relect current Bathy data of 33ft. (Updated 5/1/09 KAK)"
15148,UNKNOWN,"Submerged, nondangerous",43.116417,-70.450861,Med,147,Feets,,LNM 23/91 -- USCG Dist 1 reported a wreck PA: 43-6-59.1N / 70-27-3.1W. (PTT 7/12/13)
